Bezahlen mit;Typ;Restaurant;Adresse;PLZ;Ort;Kanton;Telefon;Website
;;Fleur de pains;Avenue d’Ouchy 73;1006;Lausanne;VD;021 613 80 01;www.fleurdepains.ch
;;Fleur de pains;Rue de Lausanne 17;1800;Vevey;VD;021 921 09 74;www.fleurdepains.ch
;;Fleur de pains;Rte de Lausanne 3;1053;Cugy VD;VD;021 731 11 91;www.fleurdepains.ch
;;Fleur de pains;Av. de Jurigoz 17;1006;Lausanne;VD;021 613 80 66;www.fleurdepains.ch
;;Fleur de pains;Ch. du Croset 3, Centre Commercial;1024;Ecublens VD;VD;021 691 98 68;www.fleurdepains.ch
;;Fleur de pains;Grand-Rue 2;1814;La Tour-de-Peilz;VD;021 613 80 08;www.fleurdepains.ch
;;Fleur de pains;Route de la Croix-Blanche 33;1066;Epalinges;VD;021 784 17 34;www.fleurdepains.ch
;;Fleur de pains;Place de Coppoz 2;1052;Le Mont-sur-Lausanne;VD;021 613 80 09;www.fleurdepains.ch
;;Fleur de pains;Route des Plaines-du-Loup 11;1004;Lausanne;VD;021 613 80 06;www.fleurdepains.ch
;;Fleur de pains;Rue des Terreaux 3;1003;Lausanne;VD;021 613 80 11;www.fleurdepains.ch
;;Fleur de Pains;Rte du Jorat 57;1000;Lausanne;VD;;www.fleurdepains.ch
;;Fleur de pains;Rue de la Gare 13;1030;Bussigny-près-Lausanne;VD;021 613 80 02;www.fleurdepains.ch
;;Fleur de pains;Route de Berne 1;1010;Lausanne;VD;021 613 80 07;www.fleurdepains.ch
;;Fleur de Pains;Rue de la Morâche 2;1260;Nyon;VD;022 990 21 95;www.fleurdepains.ch
;;Fleur de pains;Rue Louis de Savoie 55;1110;Morges;VD;021 613 80 05;www.fleurdepains.ch
;;Fleur de pains;Route de Genève 101;1026;Denges;VD;021 801 78 87;www.fleurdepains.ch
;;Fleur de pains;Rue de Morges 22;1023;Crissier;VD;021 613 80 03;www.fleurdepains.ch
;;Fleur de Pains Renens;Place de la Gare 1B;1020;Renens VD;VD;021 613 80 13;www.fleurdepains.ch
;;Fleur de Pains Yverdon;Rue du Lac 43;1400;Yverdon-les-Bains;VD;021 613 80 14;www.fleurdepains.ch
;;Fleuve d'Or;Rue Saint-Joseph 37;1227;Carouge GE;GE;+41223420332;
;;Flor;Loren-Allee 20;8610;Uster;ZH;043 366 58 12;www.restaurant-flor.ch
;;Flora;Florastrasse 10;8134;Adliswil;ZH;043 343 06 06;
;;Flora;Badenerstrasse 354, Albisriederplatz 5;8004;Zürich;ZH;043 311 12 12;www.new-points.ch/?p=7
;;Flora;Buchserstrasse 3c;5000;Aarau;AG;062 823 92 55;www.cafeflora.ch
;;Flore;Rue de la Fontaine 9;1204;Genève;GE;022 310 76 29;
;;Florhof;Florhofgasse 4;8001;Zürich;ZH;+41442502626;www.hotelflorhof.ch
;;Florissant;Avenue de Florissant 28;1020;Renens VD;VD;021 625 05 22;
;;Flüelerhof;Axenstrasse 38;6454;Flüelen;UR;+41418711471;www.flueelerhof-rustico.ch
;;Flügelrad;Elisabethenanlage 11;4051;Basel;BS;061 271 59 70;
;;Flugplatz Speck;Flugplatz Speck;8320;Fehraltorf;ZH;044 954 17 12;www.im-speck.ch
;;Flussbad Unterer Letten;Wasserwerkstrasse 131;8037;Zürich;ZH;044 361 32 81;www.abreise.ch
;;Flyhof;Betliserstrasse 16;8872;Weesen;SG;055 616 12 30;www.flyhof.ch
;;Flying Pizza;Nordstrasse 245;8037;Zürich;ZH;+41792124836;www.flyingpizza.com
;;Focacceria Buon Gusto;Museumstrasse 74;8400;Winterthur;ZH;052 544 55 56;www.focacceria-buongusto.ch
;;Föhrewäldli;Brunaustrasse 194;8951;Fahrweid;ZH;044 748 26 60;
;;Fondue Stall (9.11.18 - 26.01.19);Archplatz 2;8400;Winterthur;ZH;;www.fondue-chalet.ch/angebot/archplatz/
;;Fondue-Beizli Neueck;Brühlgasse 26;9000;St. Gallen;SG;071 222 43 44;www.fonduebeizli.ch
;;Fonduekeller;Tellstrasse 15;8400;Winterthur;ZH;052 224 75 29;www.fondueukeller-winterthur.com
;;Fontaine;Chemin de la Charretaz 8;1094;Paudex;VD;021 791 57 27;www.restaurantlafontaine.ch
;;Fontana;Baarermattstrasse 3;6341;Baar;ZG;041 709 39 39;www.restaurant-fontana.ch
;;Fontana;Haldenstrasse 61;8602;Wangen ZH;ZH;044 833 26 03;www.trattoriapizzeria-lafontana.ch
;;Fontana Uno;Zugerstrasse 12;8810;Horgen;ZH;044 725 83 80;
;;Fonte;Dübendorfstrasse 223;8051;Zürich;ZH;044 321 91 51;
;;Fontenay;Chemin de Fontenay 7;1007;Lausanne;VD;021 616 69 69;www.fontenay.ch
;;Fontenette;Rue de la Fontenette 7;1227;Carouge GE;GE;022 342 50 56;
;;Food Geisha;Mellingerstrasse 138;5400;Baden;AG;056 284 11 11;www.foodgeisha.com
;;Food of Punjab;Friesstrasse 10;8050;Zürich;ZH;043 299 99 09;
;;Food on Wheels;;;;;076 435 75 64;www.foodonwheels.ch/home/
;;Food Point Fulmine;Zürichstrasse 57;8910;Affoltern am Albis;ZH;044 760 18 00;www.foodpointfulmine.ch
;;Foodbar;Grünaustrasse 2;8953;Dietikon;ZH;+41438108855;www.ar-foodbar.ch
;;Foodcenter;Hohlstrasse 561;8048;Zürich;ZH;044 431 72 01;
;;Foodcourt Greens;Route de l'Aéroport 13;1215;Genève 15 Aéroport;GE;;
;;Foodcourt Il Forno / La Roulotte;Départ Zone Publique 1;1215;Genève 15 Aéroport;GE;;
;;Foodcurt - SV (Schweiz) AG;Hochhaus 9;8957;Spreitenbach;AG;;
;;FoodLAB;Universitätsstrasse 6, ETH Zürich;8092;Zürich ETH-Zentrum;ZH;;www.foodlab-eth.sv-restaurant.ch
;;foodLAB;ETH Zürich Gebäude CAB, Universitätstrasse 6;8092;Zürich;ZH;044 632 80 14;
;;foodland;Flughafen (AS);8060;Zürich-Flughafen;ZH;043 816 60 02;www.autogrill.ch
;;Foodland;Flughafen;8058;Zürich-Flughafen;ZH;;www.autogrill.ch
;;Foodland Greens;Flughafen;8058;Zürich-Flughafen;ZH;043 816 60 02;www.autogrill.ch
;;Foodland Pizza & Pasta;Flughafen;8058;Zürich-Flughafen;ZH;043 816 60 02;www.autogrill.ch
;;Foodorama;Segelhofstrasse 1, Forschungszentrum;5405;Baden-Dättwil;AG;056 486 82 22;foodorama.sv-restaurant.ch
;;Foodpoint;Niederdorfstrasse 19;8001;Zürich;ZH;043 321 84 84;
;;Foodstation;Stationsstrasse 79;8442;Hettlingen;ZH;052 301 03 03;www.thefoodstation.ch
;;Foodtrailer ETZ;Gloriastrasse 35, ETH Zürich;8092;Zürich ETH-Zentrum;ZH;044 632 62 00;
;;Foodtruck Joules of Joy;;;;;062 968 22 22;www.joules-of-joy.ch
;;Fook Moon;Rue Saint-Martin 9;1003;Lausanne;VD;021 312 58 68;
;;For Lunch;Rue de Montchoisy 40;1207;Genève;GE;022 718 77 77;
;;Forces Motrices;Rue de la coulouvrenière 15;1204;Genève;GE;;
;;Fork & Bottle;Allmendstrasse 20;8002;Zürich;ZH;044 201 18 17;www.forkandbottle.ch
;;Fornello Napoletano;Rue de Lausanne 52;1202;Genève;GE;+41227387078;www.ilfornello.ch
;;Forum;Gapetschstrasse 87;9494;Schaan;;00423 232 57 10;
;;Forum (ZFV);Schaffhauserstrasse 228;8057;Zürich;ZH;044 635 22 90;www.zfv.ch
;;ForuMeyrin;Place des Cinque-Continents 1;1217;Meyrin 1;GE;022 782 81 21;
;;Fouad;Chemin Bizot 4;1208;Genève;GE;022 346 36 60;www.fouadtraiteur.ch
;;Four Points by Sheraton;Kalandergasse 1;8045;Zürich;ZH;044 554 05 50;
;;FoxGrill;Via Angelo Maspoli 18;6850;Mendrisio;TI;091 646 03 56;www.foxtown.com/it/ristorante-foxgrill
;;Franco's;Wattstrasse 7;8050;Zürich;ZH;044 312 04 40;www.francospizza.ch
;;Frank;Freilager-Platz 9;4142;Münchenstein;BL;061 337 82 01;www.frankbasel.ch
;;Frank Pizza;Route de la Petite Caroline 11;1131;Tolochenaz;VD;021 803 52 62;www.frankpizza.ch
;;Frankental;Konrad-Ilg-Strasse 4;8049;Zürich;ZH;044 496 96 96;www.quartierbeck.ch
;;Franky Grill & Cupcakes Factory;Rue Neuve 7;2300;La Chaux-de-Fonds;NE;032 554 63 84;www.facebook.com/FrankyGrill07
;;Franzos;Limmatquai 138;8001;Zürich;ZH;044 542 46 33;www.franzos.ch
;;Fratelli;Schwarzenburgstrasse 120;3097;Liebefeld;BE;031 972 60 70;
;;Frau Burri;Albisstrasse 11;8134;Adliswil;ZH;043 928 38 63;www.frauburri.ch
;;Frau Gerolds Garten;Geroldstrasse 23;8005;Zürich;ZH;;www.fraugerold.ch
;;Frau Helvetia;Hauptbahnhof, Halle Löwenstrasse;8001;Zürich;ZH;;www.migros.ch
;;Fredy Bar;Via dei Solari 2;6900;Lugano;TI;091 923 73 76;
;;Frei;Bahnhofplatz 13;5200;Brugg AG;AG;056 442 45 90;www.baeckerei-frei.ch
;;Frei;Poststrasse 4;8954;Geroldswil;ZH;044 748 24 04;www.baeckerei-frei.ch
;;Frei;Landstrasse 136;5430;Wettingen;AG;056 426 75 45;www.baeckerei-frei.ch
;;Frei;Straubenzellstrasse 22;9014;St. Gallen;SG;071 279 33 60;www.beckfrei.ch
;;Frei;Im Einkaufszentrum Markthof;5415;Nussbaumen AG;AG;056 296 20 72;www.baeckerei-frei.ch
;;Freiämterhof;Villmergerstrasse 7;5610;Wohlen AG;AG;+41566226633;
;;Freidorf;St.-Jakob-Strasse 153;4132;Muttenz;BL;061 312 75 00;
;;Freieck;Tösstalstrasse 287;8405;Winterthur;ZH;052 232 13 01;www.freieck-seen.ch
;;Freienhof;Freienhofgasse 3;3600;Thun;BE;033 227 50 50;www.freienhof.ch
;;Freihof;Badenerstrasse 540;8048;Zürich;ZH;+41444922703;
;;Freihof;Surrliweg 1;8474;Dinhard;ZH;+41522222562;www.freihof-dinhard.ch
;;Freihof;Oberdorfstrasse 1;8424;Embrach;ZH;044 865 03 29;
;;Freihof;Lipperschwendi / Stegstr.89;8494;Bauma;ZH;052 386 11 38;
;;Freihof;Giseharteweg 2;8460;Marthalen;ZH;+41523191218;www.freihof-marthalen.ch
;;Freihof;Binzikerstrasse 30;8627;Grüningen;ZH;044 935 11 77;
;;Freihof;Zugerstrasse 20;8810;Horgen;ZH;044 725 44 34;www.pizzakurier-restaurant-freihof.ch
;;Freihof;Zürichstrasse 28;8306;Brüttisellen;ZH;044 833 35 45;
;;Freihof;Dorfstrasse 49;8102;Oberengstringen;ZH;043 455 01 80;www.freihof-oberengstringen.ch
;;Freihof;Mülistrasse 5;8426;Lufingen;ZH;044 814 38 39;www.freihof-lufingen.ch
;;Freihof;Dürntnerstrasse 4;8340;Hinwil;ZH;044 977 22 22;www.freihof-hinwil.ch
;;Freihof;Alte Landstrasse 11;8955;Oetwil an der Limmat;ZH;044 748 00 08;
;;Freihof/Galipo;Zürichstrasse 148;8910;Affoltern am Albis;ZH;044 760 16 16;www.pizza-galipo.ch
;;Freihof-Hürlimann;Dorfstrasse 14;5430;Wettingen;AG;+41564267557;www.freihof-wettingen.ch
;;Freilager Brasserie;Freilagerstrasse 53;8047;Zürich;ZH;044 492 09 09;www.restaurant-freilager.ch
;;Frei's aaRain;Hauptstrasse 30;5312;Döttingen;AG;056 245 20 02;www.baeckerei-frei.ch
;;Freischütz Pic Thai;Bergstrasse 183;8707;Uetikon am See;ZH;+41444330044;www.picthai.ch
;;Frères;Route de Chantemerle 58;1763;Granges-Paccot;FR;026 558 89 51;
;;Fresh;Hauptstrasse 107;4147;Aesch;BL;061 751 33 33;www.fresh-aesch.ch
;;Fresh Tastes;Sonnentalstrasse 12;8600;Dübendorf;ZH;044 820 81 81;www.freshtastes.ch
;;Fresh to go;Aamüliweg;8820;Wädenswil;ZH;+41792327261;www.ruchweid.ch
;;Freyas Sommer;Freyastrasse 3;8004;Zürich;ZH;044 210 30 30;www.freya-restaurant.ch
;;Freytag;Seefeldstrasse 144;8008;Zürich;ZH;044 383 62 67;www.cafe-freytag.ch
;;Fribourger Stübli;Rotwandstrasse 38;8004;Zürich;ZH;044 241 90 76;www.fribourger-fondue-stuebli.c
;;fricks monti;Kaistenbergstrasse 5;5070;Frick;AG;062 871 04 44;www.fricks-monti.ch
;;Frida's Coffee & Cake;Archplatz 2;8400;Winterthur;ZH;052 214 87 87;www.fridas.ch
;;Friedbrunnen;Püntstrasse 9;8047;Zürich;ZH;044 491 76 76;www.ristorantefriedbrunnen.ch
;;Frieden;Dielsdorferstrasse 7;8155;Niederhasli;ZH;044 850 55 55;www.blum-hauser.ch
;;Frieden;Dorfstrasse 4;8303;Bassersdorf;ZH;+41448365101;www.frieden-bassersdorf.ch
;;Frieden;Opfikonerstrasse 13;8304;Wallisellen;ZH;044 830 22 02;
;;Frieden;Herrenacker 11;8200;Schaffhausen;SH;052 625 47 67;www.wirtschaft-frieden.ch
;;Frieden;Kasernenstrasse 120;8180;Bülach;ZH;044 860 64 34;
;;Frieden;Usterstrasse 6;8308;Illnau;ZH;052 346 11 58;www.frieden-illnau.ch
;;Frieden;Wehntalerstrasse 444;8046;Zürich;ZH;044-371 28 81;www.restaurant-frieden-neuaffoltern.ch
;;Frieden;Badstrasse 5;8310;Grafstal;ZH;052 345 11 35;www.hotel-frieden.ch
;;Frieden & Fisch;Schaffhauserstrasse 63;8472;Seuzach;ZH;052 335 14 48;
;;Friedtal;Lindstrasse 40;8400;Winterthur;ZH;052 212 54 64;
;;Friends Corner;Josefstrasse 146;8005;Zürich;ZH;043 818 22 04;
;;Frisco;Chemin Frisco 3-5;1208;Genève;GE;022 786 65 64;
;;Frisk Fisk;Metzggasse 3;8400;Winterthur;ZH;079 330 98 30;www.friskfisk.ch
;;Fritz Lambada;Theaterstrasse 17;8400;Winterthur;ZH;052 212 00 22;www.fritzlambada.ch
;;Froburg;Zürcherstrasse 111;4052;Basel;BS;+41613116767;www.froburg-basel.ch
;;Frohberg;Frohbergstrasse 21;8712;Stäfa;ZH;+41449261550;www.frohberg-staefa.ch
;;Frohe Aussicht;Dorfstrasse 21;8126;Zumikon;ZH;043 288 00 88;www.ussicht.ch
;;Frohe Aussicht Gastro AG;Rickenstrasse 55;8730;Uznach;SG;055 280 23 71;www.aussicht.ch
;;Frohegg;Belpstrasse 51;3007;Bern;BE;031 382 25 24;frohegg.ch
;;Frohsinn;Dorfstrasse 16;5452;Oberrohrdorf;AG;;
;;Frohsinn;Gürtelstrasse 43;7000;Chur;GR;;www.frohsinn-chur.ch
;;Frohsinn;Unterdorfstrasse 7;8404;Winterthur;ZH;052 337 29 55;www.frohsinn-stadel.ch
;;Frohsinn;Romanshornerstr. 15;9320;Arbon;TG;071 447 84 84;www.frohsinn-arbon.ch
;;Frohsinn;Mühlegasse 8;8152;Opfikon;ZH;044 810 61 62;www.hotel-frohsinn.ch
;;Frohsinn;Dorfstrasse 13;6044;Udligenswil;LU;041 371 13 16;www.frohsinn-udligenswil.ch
;;Frohsinn;Schulgasse 4;5502;Hunzenschwil;AG;+41628971166;www.frohsinn-hunzenschwil.ch
;;Frohsinn;Hauptstrasse 39;8114;Dänikon ZH;ZH;044 844 22 91;
;;Frohsinn;Landstrasse 11;8197;Rafz;ZH;+41448690637;
;;Frohsinn;Tobelhofstrasse 355;8044;Gockhausen;ZH;044 821 52 65;www.restaurant-frohsinn.ch
;;Frohsinn;Dorfstrasse 40;8247;Flurlingen;ZH;052 659 17 63;www.gasthof-frohsinn.ch
;;Frohsinn;Rütschigasse 1;8112;Otelfingen;ZH;044 844 22 30;www.frohsinn-otelfingen.ch
;;Frohsinn;Brunngasse 1;4208;Nunningen;SO;061 791 03 53;www.henz-frohsinn.ch
;;Frohsinn;Iselisbergstrasse 2;8524;Uesslingen;TG;+41527461110;www.frohsinn-uesslingen.ch
;;Frohsinn;Zürcherstrasse 14;8107;Buchs ZH;ZH;043 931 05 60;www.frohsinn-buchs.ch
;;Frohsinn;Herr Fabio Botta, Kempttalstrasse 66;8320;Fehraltorf;ZH;044 954 00 44;www.frohsinn-fehraltorf.ch
;;Frohsinn;Seetalstrasse 11;5703;Seon;AG;062 775 21 82;www.frohsinn-seon.ch
;;Frohsinn Chili Mex;Hintere Bahnhofstrasse 68;5000;Aarau;AG;062 823 77 88;
;;Frohsinn Da Pepino;Kirchgasse 4;8353;Elgg;ZH;052 364 21 43;
;;Frohsinn Eidberg;Hulmenweg 33;8405;Winterthur;ZH;052 232 19 35;
;;Frohsinn Güggeli-Huus;Gfennstrasse 22;8600;Dübendorf;ZH;+41448215817;www.gueggeli-huus-gfenn.com
;;Frohsinn Steakhouse;Dorfstrasse 1;8352;Elsau;ZH;052 363 11 22;
;;Froschkönig;Schützenmattstrasse 77;8180;Bülach;ZH;043 928 21 62;www.froschkönig.ch
;;fruits ON ice;;;;;;https://www.facebook.com/fruityandcreamy/
;;Fuji;Grand-Rue 66;1820;Montreux;VD;021 963 35 15;
;;Fuji;Rue de Chantepoulet 6;1201;Genève;GE;022 732 77 27;www.fujiyama-geneve.ch
;;Fujin Sushi;Klybeckstrasse 92;4057;Basel;BS;+41616910772;www.fujinsushi.ch
;;Fujiya-;Oberhauserstrasse 30;8152;Glattbrugg;ZH;044 809 47 48;www.fujiya-glattbrugg.ch
;;Fujiya of Japan;Tessinerplatz 9;8002;Zürich;ZH;+41442081555;www.ascot.ch
;;Fulmine;Seuzachstrasse 1;8413;Neftenbach;ZH;052 315 55 45;www.fulmineneftenbach.ch
;;Fulmine;Luzernerstrasse 2 A;6037;Root;LU;041 450 36 36;
;;Fulmine;Stationsstrasse 20;8155;Niederhasli;ZH;+41434976613;
;;Fulmine 3;Kilchbergstrasse 15;8134;Adliswil;ZH;044 710 26 33;www.pizzakurier-adliswil.ch
;;Fulmine Box Täfere;Täfernstrasse 8;5405;Dättwil;AG;+41562210121;
;;Fumagalli;Bergstrasse 109;8707;Uetikon am See;ZH;044 920 01 09;
;;Fung Ze Yuan;Neustadt 73;8200;Schaffhausen;SH;+41526253290;
;;Funky Monkey Room FMR;Rue du Stand 9;1204;Genève;GE;022 700 19 26;
;;Für Dich;Stauffacherstrasse 141;8004;Zürich;ZH;043 317 91 60;www.fuerdich.ch
;;Furetto;Wallisellenstrasse 5;8050;Zürich;ZH;043 542 57 85;
;;Fürst;Dorfstrasse 1;6340;Baar;ZG;041 761 13 41;www.speck.ch
;;Fürst unverpackt;Schaffhauserstrasse 53;8180;Bülach;ZH;079 447 08 09;www.fuerst-unverpackt.ch
;;Furtbächli;Wehntalerstr. 202;8105;Regensdorf;ZH;044 841 14 41;www.furtbaechli.ch
;;Fusion by Sushi Zen;Boulevard de Grancy 20;1006;Lausanne;VD;021 601 15 29;www.sushizen.ch
;;Fusion to go;Vladimir-Prelog-Weg 10;8049;Zürich;ZH;044 633 71 70;www.coop.ch/To-Go
;;Futo;Hochstrasse 51;4053;Basel;BS;061 361 28 28;
;;Füürbeck;Schulhausstrasse 6;8600;Dübendorf;ZH;+41433338951;www.fueuerbeck.ch
;;Fux & Haas;Stampfenbachstrasse 133;8006;Zürich;ZH;;www.fuxhaas.ch
;;Fu-Yiu;Rue Docteur Yersin 2;1110;Morges;VD;021 801 15 01;www.fuyiu.simdif.com
;;G. Babel;Place de Brunes 17;1257;Bardonnex;GE;022 771 04 03;www.cafebabel.ch
;;Gabbiano;Bergstrasse 34;8902;Urdorf;ZH;044 734 01 24;www.ilgabbiano.ch
;;Gabbiano;Ruchstuckstrasse 19;8306;Brüttisellen;ZH;044 888 22 30;www.pizzakurier-gabbiano-bruettisellen.ch
;;Gabbiano;Regensbergstrasse 186;8050;Zürich;ZH;043 321 23 93;www.gabbiano-exp.ch
;;Gabrien;Rue Roi-Victor-Amé 8;1227;Carouge GE;GE;022 342 60 80;www.gabrien.ch
;;Gais Lounge;Industriestrasse 1;5000;Aarau;AG;062 822 85 24;
;;Galactic Dance Bistro;Albulastrasse 47;8048;Zürich;ZH;044 400 48 28;galactic-dance.ch/bistro
;;Galegria;Kantonsstrasse 11;8854;Galgenen;SZ;055 460 26 20;www.galegria.ch
;;Galerie;Molkereistrasse 3;8645;Jona;SG;055 211 02 02;www.cafegalerie.ch
;;Galerie;Hönggerstrasse 119;8037;Zürich;ZH;044 414 07 07;
;;Galerie am See;St. Gallerstrasse 33;9470;Buchs SG;SG;081 740 50 01;www.galerieamsee.net
;;Galion;Av. Vibert 32 / Centre Comm.;1227;Carouge GE;GE;022 343 36 69;
;;Gallay;Bd St-Georges 42;1205;Genève;GE;022 321 00 35;www.cafegallay.com
;;Galleria;Via Carducci 4;6900;Lugano;TI;091 922 24 15;www.trattoriagalleria.ch
;;Gallo;Hardstrasse 324;8005;Zürich;ZH;04 271 02 40;www.ilgallo.ch
;;Gambrinus;Seestrasse 85;8820;Wädenswil;ZH;044 780 39 95;www.restaurant-gambrinus.com
;;Gambrinus;Langstrasse 103;8004;Zürich;ZH;044 241 12 60;www.gambrinus-langstrasse.ch
;;Gamper;Viale Stazione 29;6500;Bellinzona;TI;091 825 37 92;
;;Ganapathy;Mattenstrasse 50;4058;Basel;BS;+41612222936;
;;Gans gmüetli;Thurtalstrasse 8;8450;Andelfingen;ZH;052 317 13 39;
;;Gansplatz;Goldgasse 22;7000;Chur;GR;+41812521457;www.gansplatz-chur.ch
;;Gareçons;Schwarzwaldallee 200;4058;Basel;BS;+41616818488;www.lesgarecons.ch
;;Garni an der Reuss;Tellstrasse 12;6038;Gisikon;LU;041 455 31 31;www.motell.ch
;;Garoco;Avenue de Mategnin 5;1217;Meyrin;GE;022 785 15 25;
;;Gartenhof;Gartenhofstrasse 1;8004;Zürich;ZH;043 411 06 06;
;;Gartenlaube La Pergola;Bahnhofstrasse 98;8500;Frauenfeld;TG;052 720 70 40;www.pizza-pergola.ch
;;Gartenstadt;Emil Frey-Strasse 164;4142;Münchenstein;BL;061 411 66 77;www.restaurantgartenstadt.ch
;;Gärtnerei;Seefeldstrasse 25;8008;Zürich;ZH;044 221 45 45;www.gartnerei.ch
;;Gärtnerei;Sihlstrasse 21;8001;Zürich;ZH;+41442013636;www.gartnerei.ch
;;Gärtnerei;Spitalgasse 33;3011;Bern;BE;031 311 41 41;www.gartnerei.ch
;;Gärtnerei;Poststrasse 24;6300;Zug;ZG;041 710 42 20;www.gartnerei.ch
;;Gärtnerei;Thurgauerstrasse 34;8050;Zürich;ZH;044 550 47 47 ZENTRALE;www.gartnerei.ch
;;Gärtnerei;Stockerstrasse 55;8002;Zürich;ZH;+41442804747;www.gartnerei.ch
;;Gassner;Landstrasse 170;9494;Schaan;0;+4232321710;
;;Gasthaus Allmendhuisli;Ennetbürgerstrasse 5;6370;Stans;NW;041 610 12 37;
;;Gastromondo;Althardstrasse 220;8105;Regensdorf;ZH;+41448843444;www.gastromondo.com
;;Gastronomie am Gleis;Rudolfstrasse 21;8400;Winterthur;ZH;052 535 99 99;
;;Gastronomie BERNEXPO (ZFV);Mingerstrasse 6;3014;Bern;BE;031 307 30 30;www.henris.ch
;;Gastronomie im Technopark Zürich;Technoparkstrasse 1;8005;Zürich;ZH;044 252 79 92;http://zfv.ch/de/betriebe/personalrestaurants
;;Gastronomie im Toni-Areal (ZFV);Förrlibuckstrasse 109;8021;Zürich 1;ZH;043 446 48 22;www.zhdk.ch
;;Gastronomie Stadion Letzigrund (ZFV);Badenerstrasse 500;8048;Zürich;ZH;044 413 94 89;www.zfv.ch
;;GastroTicino;Via Gemmo 11;6903;Lugano;TI;091 961 83 11;www.gastroticino.ch
;;Gate Café 60;Gate A;8060;Zürich-Flughafen;ZH;;
;;Gate27;Theaterstrasse 27;8400;Winterthur;ZH;052 208 10 96;www.gate27.ch
;;Gaul;Geroldstrasse 35;8005;Zürich;ZH;+41797503932;www.zumgaul.ch
;;Gaziantep;Schaffhauserstrasse 449;8052;Zürich;ZH;+41443021646;
;;GBC Restaurant;Avenue des Morgines 12;1213;Petit-Lancy;GE;022 793 52 76;
;;Geeren;Obere Geerenstrasse 72;8044;Gockhausen;ZH;+41448214011;www.geeren.ch
;;Geerlisburg;Gerlisberg 2;8302;Kloten;ZH;044 577 55 88;www.geerlisburg.ch
;;Geimanschaftsgastronomie  Amcor;Langrütistrasse 19;9403;Goldach;SG;;www.migros.ch
;;Geissdädi;Chaltenbodenstrasse 6F;8834;Schindellegi;SZ;044 280 33 66;
;;Gelateria am Quai;Schweizerhofquai;6002;Luzern;LU;041 266 03 30;www.confiserie.ch
;;Gellert;Urs Graf-Strasse 17;4052;Basel;BL;061 311 55 90;www.restaurant-cafe-gellert.business.site
;;Gemeindehaus;Hauptstrasse 78;8232;Merishausen;SH;052 653 11 31;www.gmeindhuus.ch
;;Gemeinschaftsgastronomie Lindenhof Mensa;Lindenhofstrasse 23;9500;Wil SG;SG;;www.migros.ch
;;Gemelli;Grand-Places 10;1700;Fribourg;FR;026 321 59 10;www.gemelli-fr.ch
;;Genossenschaft Migros Basel;Ruchfeldstrasse 15;4002;Basel;BS;;
;;Georg;St. Martins-Ring 3;9492;Eschen;0;+423 375 02 12;www.georg.li
;;GerAtrium;Hörnlistrasse 76;8330;Pfäffikon ZH;ZH;044 953 43 43;
;;Gerberstube;Bachstrasse 8;8200;Schaffhausen;SH;+41526252155;www.gerberstube.ch
;;Gerbi;Hertensteinstrasse 48;6353;Weggis;LU;041 392 22 22;www.alexander-gerbi.ch
;;Gertrudhof;Gertrudstrasse 26;8003;Zürich;ZH;+41444513131;www.restaurantgertrudhof.ch
;;G-ESSbar;Haldeneggsteig 4, ETH Zürich;8092;Zürich ETH-Zentrum;ZH;044 632 62 56;gessbar.sv-restaurant.ch
;;Gesundheitspark Thalwil;Zürcherstrasse 65;8800;Thalwil;ZH;043 388 41 41;
;;Geu;Schindellegistrasse 2;8808;Pfäffikon SZ;SZ;+41554103737;
;;Gfeller am Bärenplatz;Bärenplatz 9;3011;Bern;BE;031 311 69 44;www.gfeller-baerenplatz.be
;;Ghilardi;Birmensdorferstrasse 137;8902;Urdorf;ZH;044 734 10 35;baeckerei-ghilardi.ch
;;Ghiottone;Dielsdorferstrasse 1;8173;Neerach;ZH;043 433 00 35;www.ilghiottone.ch
;;Giallo;Gewerbestrasse 16;8132;Egg b. Zürich;ZH;+41449948094;
;;Giardino;St. Gallerstrasse 80;9320;Arbon;TG;071 446 50 12;
;;Giardino;Breitestrasse 11;8157;Dielsdorf;ZH;044 854 63 66;www.gesundheitszentrumdielsdorf.ch
;;Giardino;Worbstrasse 262;3073;Gümligen;BE;031 950 14 46;giardino.sv-group.ch
;;Giardino;Göldlinstrasse 2;6210;Sursee;LU;041 921 49 00;
;;Giardino Romano;Rue de Saint Jean 30 A;1203;Genève;GE;022 340 26 27;www.giardino-romano.ch
;;GIBB Mensa five;Lorrainestrasse 5;3000;Bern;BE;031 335 94 50;www.gibb.ch
;;GIBB Mensa Steigerhubel;Steigerhubelstrasse 49;3008;Bern;BE;031 388 41 10;www.gibb.ch
;;GIBB Mensa uno;Lorrainestrasse 1;3000;Bern;BE;031 335 94 53;www.gibb.ch
;;GIBB Mensa Viktoria;Viktoriastrasse 71;3013;Bern;BE;031 335 96 12;www.gibb.ch
;;Gibeleich;Talackerstrasse 70;8152;Glattbrugg;ZH;+41448298585;
;;Gibswilerstube;Tösstalstrasse 466;8498;Gibswil;ZH;055 245 22 42;www.gibswilerstube.ch
;;Gifthüttli;Schneidergasse 11;4051;Basel;BS;+41612611656;
;;GiGi;Alte Landstrasse 7;8810;Horgen;ZH;044 725 15 88;www.gigisushibar.ch
